FID,the_geom,ID,ID1,COD_TS,SIMT,COMUNA,EJE,DESDE_CRUC,HACIA_CRUC,NOMBRE_PAR,X,Y,N_ET,N_ZP,ZP_HORARIO,FREPMA,FREPTA,NSERVICIOS,SERVICIOS,MULTIPLE_F
paradas_frecuentes.10921,POINT (356379.78090678144 6303047.734413456),2711,2711,L-17-22-30-NS,PC119,LAS CONDES,AV. PADRE ALBERTO HURTADO,BOCACCIO,EDIMBURGO,Av. Padre Hurtado esq. / Edimburgo,356379.7809,6303047.7344,,,,32.5,35,5,225I;C03I;C03cI;C16R;D11R,L-17-22-30-NS|PC119|225I;C03I;C03cI;C16R;D11R
paradas_frecuentes.10922,POINT (356386.7936268711 6303176.935035609),2853,2853,L-17-22-25-SN,PC140,LAS CONDES,AV. PADRE ALBERTO HURTADO,EDIMBURGO,BOCACCIO,Av. Padre Hurtado esq. / Bocaccio,356386.7936,6303176.935,,,,33.5,33.67,5,225R;C03R;C03cR;C16I;D11I,L-17-22-25-SN|PC140|225R;C03R;C03cR;C16I;D11I
paradas_frecuentes.10923,POINT (356366.80032969976 6303245.401045242),2710,2710,L-17-22-20-NS,PC118,LAS CONDES,AV. PADRE ALBERTO HURTADO,MARIA ESTUARDO,BOCACCIO,Av. Padre Hurtado esq. / Bocaccio,356366.8003,6303245.401,,,,32.5,35,5,225I;C03I;C03cI;C16R;D11R,L-17-22-20-NS|PC118|225I;C03I;C03cI;C16R;D11R
paradas_frecuentes.10924,POINT (355959.4314044777 6303777.359864788),4182,4182,T-17-136-PO-30,PC283,LAS CONDES,AVENIDA LAS CONDES,LAS AZALEAS,ROSARIO ROSALES,Hospital FACH,355959.39,6303777.37,,,,77.5,55.67,6,406I;426I;430I;406cI;C01I;C01cI,T-17-136-PO-30|PC283|406I;426I;430I;406cI;C01I;C01cI
paradas_frecuentes.10925,POINT (356005.5569070232 6303834.83099317),4189,4189,T-17-136-OP-25,PC295,LAS CONDES,AVENIDA LAS CONDES,P.HURTADO,ROSARIO ROSALES,Hospital FACH,356005.54,6303834.87,,,,64.5,61.67,6,406R;426R;430R;406cR;C01R;C01cR,T-17-136-OP-25|PC295|406R;426R;430R;406cR;C01R;C01cR
paradas_frecuentes.10926,POINT (356219.07074915577 6303508.7202628665),6951,6951,L-17-10-5-NS,PC723,LAS CONDES,CHESTERTON,ROBERTO BURNS,MARÖA ESTUARDO,Chesterton esq. / Mar¡a Estuardo,356219.1119,6303508.7466,,,,8,8,1,C05I,L-17-10-5-NS|PC723|C05I
paradas_frecuentes.10927,POINT (356244.8310903739 6303540.600731783),6962,6962,L-17-10-10-SN,PC732,LAS CONDES,CHESTERTON,MARIA ESTUARDO,ROBERTO BURNS,Chesterton esq. / Roberto Burns,356244.8703,6303540.5897,,,,8,8,1,C05R,L-17-10-10-SN|PC732|C05R
paradas_frecuentes.10928,POINT (356223.850797261 6303900.8498876225),4183,4183,T-17-136-PO-35,PC284,LAS CONDES,AVENIDA LAS CONDES,G.D.ARACENA,AV. PADRE HURTADO CENTRAL,Avenida Las Condes esq. / Av. Padre H. Central,356223.86,6303900.89,,,,77.5,55.67,6,406I;426I;430I;406cI;C01I;C01cI,T-17-136-PO-35|PC284|406I;426I;430I;406cI;C01I;C01cI
paradas_frecuentes.10929,POINT (356238.77996370546 6303960.518126186),6908,6908,L-17-23-15-NS,PC661,LAS CONDES,AV. PADRE ALBERTO HURTADO -NOR,LAS VERBENAS,AVENIDA LAS CONDES,Av. Padre Hurtado -Norte esq. / Av. Las condes,356238.78,6303960.5181,,,,20,20,3,C03I;C03cI;C16R,L-17-23-15-NS|PC661|C03I;C03cI;C16R
paradas_frecuentes.10930,POINT (356085.75396867574 6304197.471952252),6907,6907,L-17-23-5-NS,PC660,LAS CONDES,AV. PADRE ALBERTO HURTADO -NOR,PDTE KENNEDY,MARDONAL,Parada 3 / Mall @ Alto Las Condes,356085.754,6304197.472,,,,20,20,3,C03I;C03cI;C16R,L-17-23-5-NS|PC660|C03I;C03cI;C16R
paradas_frecuentes.10931,POINT (356117.72489494993 6304174.656612208),2856,2856,L-17-23-10-SN,PC143,LAS CONDES,AV. PADRE ALBERTO HURTADO -NOR,LAS VERBENAS,MARDONAL,Parada 4 / Mall @ Alto Las Condes,356117.7249,6304174.6566,,,,23.5,23.67,4,225R;C03R;C03cR;D11I,L-17-23-10-SN|PC143|225R;C03R;C03cR;D11I
paradas_frecuentes.10932,POINT (356367.50757824123 6303717.988937568),2709,2709,L-17-22-10-NS,PC117,LAS CONDES,AV. PADRE ALBERTO HURTADO,CHESTERTON,EL ALAMEIN,Av. Padre Hurtado esq. / El Alamein,356367.5076,6303717.9889,,,,32.5,35,5,225I;C03I;C03cI;C16R;D11R,L-17-22-10-NS|PC117|225I;C03I;C03cI;C16R;D11R
paradas_frecuentes.10933,POINT (356295.0570954758 6303885.82575505),2708,2708,L-17-22-5-NS,PC1104,LAS CONDES,AV. PADRE ALBERTO HURTADO,AVENIDA  LAS CONDES,CHESTERTON,Av. Padre Hurtado esq. / Chesterton,356295.084,6303885.771,,,,7,7,1,225I,L-17-22-5-NS|PC1104|225I
paradas_frecuentes.10934,POINT (356380.5219812941 6303668.495472587),2854,2854,L-17-22-15-SN,PC141,LAS CONDES,AV. PADRE ALBERTO HURTADO,ROBERTO BURNS,EL ALAMEIN,Av. Padre Hurtado esq. / El Alamein,356380.522,6303668.4955,,,,33.5,33.67,5,225R;C03R;C03cR;C16I;D11I,L-17-22-15-SN|PC141|225R;C03R;C03cR;C16I;D11I
paradas_frecuentes.10935,POINT (356292.1539594922 6303924.711217578),2855,2855,L-17-22-5-SN,PC142,LAS CONDES,AV. PADRE ALBERTO HURTADO,OXFORD,AVENIDA LAS CONDES,Av. Padre Hurtado esq. / Av. Las condes,356292.126,6303924.681,,,,41.5,41.67,6,225R;C03R;C03cR;C05R;C16I;D11I,L-17-22-5-SN|PC142|225R;C03R;C03cR;C05R;C16I;D11I
paradas_frecuentes.10936,POINT (356290.1685677587 6303983.240946837),4188,4188,T-17-136-OP-20,PC294,LAS CONDES,AVENIDA LAS CONDES,G.FUENZALIDA,AV. PADRE HURTADO CENTRAL,Avenida Las Condes esq. / Av. Padre H. Central,356290.1686,6303983.2409,,,,72.5,69.67,7,406R;426R;430R;406cR;C01R;C01cR;C05I,T-17-136-OP-20|PC294|406R;426R;430R;406cR;C01R;C01cR;C05I
paradas_frecuentes.10937,POINT (356488.7375749515 6304181.49513104),2707,2707,T-17-136-OP-15,PC116,LAS CONDES,AVENIDA LAS CONDES,LIBIA,GUILBERTO FUENZALIDA,Avenida Las Condes esq. / G. Fuenzalida,356488.71,6304181.46,,,,79.5,76.67,8,225I;406R;426R;430R;406cR;C01R;C01cR;C05I,T-17-136-OP-15|PC116|225I;406R;426R;430R;406cR;C01R;C01cR;C05I
paradas_frecuentes.10938,POINT (356523.4343669844 6304188.109380329),4184,4184,T-17-136-PO-40,PC285,LAS CONDES,AVENIDA LAS CONDES,G.FUENZALIDA,ABADÖA,Avenida Las Condes esq. / Abad¡a,356523.4344,6304188.1094,,,,105.5,81.67,9,406I;426I;430I;406cI;C01I;C01cI;C05R;C15I;C16I,T-17-136-PO-40|PC285|406I;426I;430I;406cI;C01I;C01cI;C05R;C15I;C16I
paradas_frecuentes.10939,POINT (356717.2505212322 6302678.424551031),4225,4225,T-17-141-PO-5,PC138,LAS CONDES,CAMINO EL ALBA,EL MESÖAS,CARDENAL NEWMAN,Camino El Alba esq. / Cardenal Newman,356717.2189,6302678.4745,,,,50,36,5,407I;421I;401NI;C02R;C02cR,T-17-141-PO-5|PC138|407I;421I;401NI;C02R;C02cR
paradas_frecuentes.10940,POINT (356716.9582198572 6302698.161768714),4236,4236,T-17-141-OP-5,PC315,LAS CONDES,CAMINO EL ALBA,CARDENAL NEWMAN,WATERLOO,Camino El Alba esq. / Waterloo,356716.9276,6302698.1871,,,,36,38,4,407R;421R;C02I;C02cI,T-17-141-OP-5|PC315|407R;421R;C02I;C02cI
paradas_frecuentes.10941,POINT (356943.41214047663 6302745.543064632),4226,4226,T-17-141-PO-10,PC170,LAS CONDES,CAMINO EL ALBA,C. NEWMAN,AVENIDA PAUL HARRIS,Camino El Alba esq. / Av. Paul Harris,356943.41,6302745.54,,,,50,36,5,407I;421I;401NI;C02R;C02cR,T-17-141-PO-10|PC170|407I;421I;401NI;C02R;C02cR
paradas_frecuentes.10942,POINT (357011.4856434441 6302608.24782786),4235,4235,T-17-147-SN-5,PC314,LAS CONDES,AVENIDA PAUL HARRIS,GENERAL   BLANCHE,CAMINO EL ALBA,Avenida Paul Harris esq. / Camino El Alba,357011.4889,6302608.2606,,,,8,8.67,1,407R,T-17-147-SN-5|PC314|407R
paradas_frecuentes.10943,POINT (357025.50290212303 6302805.315604235),4585,4585,L-17-3-10-OP,PC422,LAS CONDES,CAMINO EL ALBA,VITAL APOQUINDO,CAMINO DEL OBSERVATORIO,Camino El Alba esq. / Cam. del Observatorio,357025.5029,6302805.3156,,,,28,29.33,3,421R;C02I;C02cI,L-17-3-10-OP|PC422|421R;C02I;C02cI
paradas_frecuentes.10944,POINT (357166.6077463692 6302868.842346979),4556,4556,L-17-3-20-PO,PC396,LAS CONDES,CAMINO EL ALBA,CAMINO DEL OBSERVATORIO,VITAL APOQUINDO,Camino El Alba esq. / Vital Apoquindo,357166.6077,6302868.8423,,,,35.5,28,3,421I;C02R;C02cR,L-17-3-20-PO|PC396|421I;C02R;C02cR
paradas_frecuentes.10945,POINT (357172.6548979499 6302893.996659744),4584,4584,L-17-3-15-OP,PC421,LAS CONDES,CAMINO EL ALBA,VITAL APOQUINDO,CAMINO DEL OBSERVATORIO,Camino El Alba esq. / Cam. del Observatorio,357172.6549,6302893.9967,,,,28,29.33,3,421R;C02I;C02cI,L-17-3-15-OP|PC421|421R;C02I;C02cI
paradas_frecuentes.10946,POINT (357381.9104814452 6303048.360678968),4557,4557,T-17-141-PO-15,PC397,LAS CONDES,CAMINO EL ALBA,VITAL APOQUINDO,PSJE. CAM. DEL ALGARROBO,Camino El Alba esq. / Cam. del Algarrobo,357381.91,6303048.36,,,,35.5,28,3,421I;C02R;C02cR,T-17-141-PO-15|PC397|421I;C02R;C02cR
paradas_frecuentes.10947,POINT (357389.4854480672 6303077.19727028),4583,4583,T-17-141-OP-3,PC420,LAS CONDES,CAMINO EL ALBA,CAMINO DEL ALGARROBO,VITAL APOQUINDO,Camino El Alba esq. / Vital Apoquindo,357389.4854,6303077.1973,,,,28,29.33,3,421R;C02I;C02cI,T-17-141-OP-3|PC420|421R;C02I;C02cI
paradas_frecuentes.10948,POINT (356663.5549734875 6304306.748845905),7157,7157,L-17-9-85-NS,PC1052,LAS CONDES,CHARLES HAMILTON,LAS CONDES,CA¥AVERAL,Charles Hamilton esq. / Ca¤averal,356663.555,6304306.7488,,,,10,8,1,C15I,L-17-9-85-NS|PC1052|C15I
paradas_frecuentes.10949,POINT (357033.0913684493 6304325.633271616),7158,7158,T-17-147-PO-25,PC1055,LAS CONDES,AVENIDA PAUL HARRIS,CAPITµN LENIZ,ANGOSTURA INGLESA,Avenida Paul Harris esq. / A. Inglesa,357033.137,6304325.585,,,,10,8,1,C15I,T-17-147-PO-25|PC1055|C15I
paradas_frecuentes.10950,POINT (357563.77325611527 6301115.265280313),3898,3898,T-17-147-SN-1,PC309,LAS CONDES,AVENIDA PAUL HARRIS,MARISOL,LA ESCUELA,Avenida Paul Harris esq. / La Escuela,357563.7733,6301115.2653,,,,36,28.67,4,401I;407R;427I;504I,T-17-147-SN-1|PC309|401I;407R;427I;504I
paradas_frecuentes.10951,POINT (357789.5177487052 6300854.406797566),6946,6946,T-17-149-SN-7,PC1089,LAS CONDES,VITAL APOQUINDO,ALEJANDRO FLEMING,AVENIDA PAUL HARRIS,Vital Apoquindo esq. / Av. Paul Harris,357789.5177,6300854.4068,,,,14,14,2,C04I;C06I,T-17-149-SN-7|PC1089|C04I;C06I
paradas_frecuentes.10952,POINT (357751.4312147548 6300939.91060219),3897,3897,T-17-147-SN-0,PC1057,LAS CONDES,AVENIDA PAUL HARRIS,VITAL APOQUINDO,PASAJE ROSITA,Avenida Paul Harris esq. / Pasaje Rosita,357751.4312,6300939.9106,,,,28,20,3,401I;427I;504I,T-17-147-SN-0|PC1057|401I;427I;504I
paradas_frecuentes.10953,POINT (357680.80202525517 6300961.607278658),4907,4907,T-17-147-NS-20,PC481,LAS CONDES,AVENIDA PAUL HARRIS,RIVADAVIA,PUNITAQUI,Avenida Paul Harris esq. / Punitaqui,357680.75718,6300961.55944,,,,13.5,11.67,1,501R,T-17-147-NS-20|PC481|501R
paradas_frecuentes.10954,POINT (357785.6149773046 6301075.498474913),4902,4902,T-17-149-SN-8,PC1093,LAS CONDES,VITAL APOQUINDO,AVENIDA  PAUL HARRIS,MARISOL,Vital Apoquindo esq. / Marisol,357785.637,6301075.554,,,,44.5,45.33,5,501I;503R;517R;C04I;C06I,T-17-149-SN-8|PC1093|501I;503R;517R;C04I;C06I
paradas_frecuentes.10955,POINT (357516.7613075293 6301465.483550714),4904,4904,L-17-15-10-OP,PC478,LAS CONDES,LA QUEBRADA,AVENIDA  LA PAZ,LA ESCUELA,La Quebrada esq. / La Escuela,357516.7613,6301465.4836,,,,56.5,54.67,6,501R;503R;517R;C04I;C06I;C09I,L-17-15-10-OP|PC478|501R;503R;517R;C04I;C06I;C09I
paradas_frecuentes.10956,POINT (357545.90078167594 6301457.262053929),3900,3900,L-17-15-15-PO,PC306,LAS CONDES,LA QUEBRADA,LA ESCUELA,AVENIDA LA PAZ,La Quebrada esq. / Avenida La Paz,357545.9029,6301457.3143,,,,41,31.33,4,401I;407I;427I;C09R,L-17-15-15-PO|PC306|401I;407I;427I;C09R
paradas_frecuentes.10957,POINT (357777.88151503814 6301196.6063433215),3902,3902,T-17-149-NS-10,PC308,LAS CONDES,VITAL APOQUINDO,VITAL APOQUINDO INTERIOR,MARISOL,Vital Apoquindo esq. / Marisol,357777.8815,6301196.6063,,,,67.5,59.67,8,401R;407R;427R;503I;504R;517I;C04R;C06R,T-17-149-NS-10|PC308|401R;407R;427R;503I;504R;517I;C04R;C06R
paradas_frecuentes.10958,POINT (357777.2572522805 6301308.613451917),3901,3901,T-17-149-NS-7,PC1059,LAS CONDES,VITAL APOQUINDO,YOLANDA,VITAL APOQUINDO INT.,Parada 1 / Hospital Dipreca,357777.2654,6301308.5904,,,,52.5,44.33,6,401I;401R;407I;407R;427I;427R,T-17-149-NS-7|PC1059|401I;401R;407I;407R;427I;427R
paradas_frecuentes.10959,POINT (357778.15498161706 6301399.348744524),5066,5066,T-17-149-NS-5,PC307,LAS CONDES,VITAL APOQUINDO,LA QUEBRADA,YOLANDA,Parada 3 / Hospital Dipreca,357778.155,6301399.3487,,,,46,36.67,5,503I;504R;517I;C04R;C06R,T-17-149-NS-5|PC307|503I;504R;517I;C04R;C06R
paradas_frecuentes.10960,POINT (357777.63693203987 6301516.79183235),7044,7044,L-17-34-10-NS,PC826,LAS CONDES,VITAL APOQUINDO,CARLOS PENA OTAEGUI,LA QUEBRADA,Vital Apoquindo esq. / La Quebrada,357777.6369,6301516.7918,,,,10,10,1,C09I,L-17-34-10-NS|PC826|C09I
paradas_frecuentes.10961,POINT (357796.0494339472 6301428.447759556),4903,4903,T-17-149-SN-10,PC477,LAS CONDES,VITAL APOQUINDO,YOLANDA,HOSPITAL DIPRECA,Parada 2 / Hospital Dipreca,357796.01,6301428.46,,,,44.5,45.33,5,501I;503R;517R;C04I;C06I,T-17-149-SN-10|PC477|501I;503R;517R;C04I;C06I
paradas_frecuentes.10962,POINT (357756.97700990865 6301770.576296098),7043,7043,L-17-34-5-NS,PC825,LAS CONDES,VITAL APOQUINDO,C. PE¥A OTAEGUI,LA QUEBRADA,Vital Apoquindo esq. / La Quebrada,357756.93783,6301770.62068,,,,10,10,1,C09I,L-17-34-5-NS|PC825|C09I
paradas_frecuentes.10963,POINT (357765.09660271497 6301781.3427911475),7047,7047,L-17-34-5-SN,PC1115,LAS CONDES,VITAL APOQUINDO,LA QUEBRADA,CARLOS PE¥A OTAEGUI,Vital Apoquindo esq. / C. Pe¤a Otaegui,357765.102,6301781.337,,,,10,10,1,C09R,L-17-34-5-SN|PC1115|C09R
paradas_frecuentes.10964,POINT (357800.3828145891 6301823.229996005),7042,7042,L-17-7-5-OP,PC824,LAS CONDES,CARLOS PE¥A OTAEGUI,COLINA DEL PEUMO,VITAL APOQUINDO,Carlos Pe¤a Otaegui esq. / Vital Apoquindo,357800.38133,6301823.19068,,,,10,10,1,C09I,L-17-7-5-OP|PC824|C09I
paradas_frecuentes.10965,POINT (358154.28172542574 6301944.2133715395),7048,7048,L-17-7-10-PO,PC829,LAS CONDES,CARLOS PE¥A OTAEGUI,COLINA DEL PEUMO,QUEBRADA HONDA,Carlos Pe¤a Otaegui esq. / Quebrada Honda,358154.2817,6301944.2134,,,,10,10,1,C09R,L-17-7-10-PO|PC829|C09R
paradas_frecuentes.10966,POINT (358161.115197374 6301998.325233305),7041,7041,L-17-27-5-NS,PC823,LAS CONDES,QUEBRADA HONDA,COLINA DEL MIRAVALLE,CARLOS PE¥A OTAEGUI,Quebrada Honda esq. / C. Pe¤a Otaegui,358161.1152,6301998.3252,,,,10,10,1,C09I,L-17-27-5-NS|PC823|C09I
paradas_frecuentes.10967,POINT (358321.77349004627 6302320.423972686),7049,7049,L-17-27-10-SN,PC830,LAS CONDES,QUEBRADA HONDA,COLINA DEL MIRAVALLE,COLINA VISTA HERMOSA,Quebrada Honda esq. / Colina V. Hermosa,358321.7735,6302320.424,,,,10,10,1,C09R,L-17-27-10-SN|PC830|C09R
paradas_frecuentes.10968,POINT (358453.6540152464 6302442.244645579),7040,7040,L-17-27-25-OP,PC822,LAS CONDES,QUEBRADA HONDA,LAS CONDESAS,CAMINO MIRASOL,Quebrada Honda esq. / Camino Mirasol,358453.6573,6302442.2288,,,,10,10,1,C09I,L-17-27-25-OP|PC822|C09I
paradas_frecuentes.10969,POINT (358609.9591886109 6302503.310825985),7050,7050,L-17-27-20-PO,PC831,LAS CONDES,QUEBRADA HONDA,LAS CONDESAS,CAMINO LA FUENTE,Quebrada Honda esq. / Camino La Fuente,358609.9592,6302503.3108,,,,10,10,1,C09R,L-17-27-20-PO|PC831|C09R
paradas_frecuentes.10970,POINT (357441.59559883014 6303221.257091548),4582,4582,T-17-414-NS-15,PC419,LAS CONDES,CAMINO DEL ALGARROBO,PJE. CAMINO DEL ALGARROBO,LOS PINTORES,Camino del Algarrobo esq. / Los Pintores,357441.5956,6303221.2571,,,,6,9.33,1,421R,T-17-414-NS-15|PC419|421R
paradas_frecuentes.10971,POINT (357454.49879820994 6303216.78907763),4558,4558,T-17-414-SN-5,PC398,LAS CONDES,CAMINO DEL ALGARROBO,CAMINO DEL ALBA,LOS PINTORES,Camino del Algarrobo esq. / Los Pintores,357454.4988,6303216.7891,,,,13.5,8,1,421I,T-17-414-SN-5|PC398|421I
paradas_frecuentes.10972,POINT (357538.85062086605 6303445.723345844),4581,4581,T-17-414-NS-10,PC1031,LAS CONDES,CAMINO DEL ALGARROBO,CIRC. LAS FLORES,PSJE. CAM. DEL ALGARROBO,Cam. del Algarrobo @ Altura del 1300,357538.8506,6303445.7233,,,,6,9.33,1,421R,T-17-414-NS-10|PC1031|421R
paradas_frecuentes.10973,POINT (357550.4372823355 6303442.233975296),4559,4559,T-17-414-SN-10,PC1033,LAS CONDES,CAMINO DEL ALGARROBO,LOS PINTORES,PSJE. CAM. DEL ALGARROBO,Cam. del Algarrobo @ Altura del 1300,357550.4373,6303442.234,,,,13.5,8,1,421I,T-17-414-SN-10|PC1033|421I
paradas_frecuentes.10974,POINT (357787.35436510126 6303215.808515001),6878,6878,L-17-3-25-PO,PC628,LAS CONDES,CAMINO EL ALBA,LOS PINTORES,CAMINO MIRASOL,Camino El Alba esq. / Camino Mirasol,357787.3544,6303215.8085,,,,22,20,2,C02R;C02cR,L-17-3-25-PO|PC628|C02R;C02cR
paradas_frecuentes.10975,POINT (357837.7792099755 6303228.083760637),6877,6877,L-17-3-30-OP,PC627,LAS CONDES,CAMINO EL ALBA,CAMINO PIEDRA ROJA,CAMINO MIRASOL,Camino El Alba esq. / Camino Mirasol,357837.75073,6303228.07068,,,,22,20,2,C02I;C02cI,L-17-3-30-OP|PC627|C02I;C02cI
paradas_frecuentes.10976,POINT (357582.6321887277 6303745.151017845),4560,4560,T-17-414-SN-15,PC399,LAS CONDES,CAMINO DEL ALGARROBO,PJE. CAMINO DEL ALGARROBO,CIRCUNVALACIàN LAS FLORES,Cam. del Algarrobo @ Altura del 1500,357582.608,6303745.18,,,,13.5,8,1,421I,T-17-414-SN-15|PC399|421I
paradas_frecuentes.10977,POINT (357577.20340953156 6303791.652031327),4580,4580,T-17-414-NS-5,PC418,LAS CONDES,CAMINO DEL ALGARROBO,CIRC. LAS FLORES,PSJE. CAM. DEL ALGARROBO,Cam. del Algarrobo @ Altura del 1500,357577.2034,6303791.652,,,,6,9.33,1,421R,T-17-414-NS-5|PC418|421R
paradas_frecuentes.10978,POINT (357612.53957169154 6303919.160310274),4561,4561,T-17-414-SN-20,PC1091,LAS CONDES,CAMINO DEL ALGARROBO,PJE. CAMINO DEL ALGARROBO,CIRCUNVALACIàN LAS FLORES,Camino del Algarrobo esq. / Circun. Las Flores,357612.519,6303919.188,,,,13.5,8,1,421I,T-17-414-SN-20|PC1091|421I
paradas_frecuentes.10979,POINT (357682.613259787 6303962.002775332),4579,4579,T-17-415-OP-20,PC1092,LAS CONDES,CAMINO LAS FLORES,CAMINO MIRASOL,PSJE. CAM. DEL ALGARROBO,Circ. Las Flores esq. / Cam. del Algarrobo,357682.575,6303961.953,,,,6,9.33,1,421R,T-17-415-OP-20|PC1092|421R
paradas_frecuentes.10980,POINT (358121.5551601659 6303916.209800015),4563,4563,T-17-415-PO-10,PC401,LAS CONDES,CAMINO LAS FLORES,CAMINO MIRASOL,CAMINO PIEDRAROJA,Circ. Las Flores esq. / Camino Piedraroja,358121.5552,6303916.2098,,,,13.5,8,1,421I,T-17-415-PO-10|PC401|421I
paradas_frecuentes.10981,POINT (357830.43691032194 6303936.89211333),4562,4562,T-17-415-PO-5,PC400,LAS CONDES,CAMINO LAS FLORES,CAMINO DEL ALGARROBO,CAMINO MIRASOL,Circ. Las Flores esq. / Camino Mirasol,357830.4369,6303936.8921,,,,13.5,8,1,421I,T-17-415-PO-5|PC400|421I
paradas_frecuentes.10982,POINT (357875.6030499498 6303946.427960334),4578,4578,T-17-415-OP-15,PC417,LAS CONDES,CAMINO LAS FLORES,PIEDRAROJA,CAMINO MIRASOL,Circ. Las Flores esq. / Camino Mirasol,357875.603,6303946.428,,,,6,9.33,1,421R,T-17-415-OP-15|PC417|421R
paradas_frecuentes.10983,POINT (358162.1785144869 6303924.679552561),4577,4577,T-17-415-OP-10,PC416,LAS CONDES,CAMINO LAS FLORES,CAMINO LA FUENTE,CAMINO PIEDRAROJA,Circ. Las Flores esq. / Camino Piedraroja,358162.1785,6303924.6796,,,,6,9.33,1,421R,T-17-415-OP-10|PC416|421R
paradas_frecuentes.10984,POINT (358352.8630089773 6303176.634924942),6879,6879,L-17-3-35-PO,PC629,LAS CONDES,CAMINO EL ALBA,-,CAMINO LA FUENTE,Camino El Alba esq. / Camino La Fuente,358352.863,6303176.6349,,,,22,20,2,C02R;C02cR,L-17-3-35-PO|PC629|C02R;C02cR
paradas_frecuentes.10985,POINT (358396.37784762686 6303184.3698247755),6876,6876,L-17-3-40-OP,PC626,LAS CONDES,CAMINO EL ALBA,CAMINO OTONAL,CAMINO LA FUENTE,Camino El Alba esq. / Camino La Fuente,358396.3827,6303184.3718,,,,22,20,2,C02I;C02cI,L-17-3-40-OP|PC626|C02I;C02cI
paradas_frecuentes.10986,POINT (358825.1366987904 6302603.274553505),7051,7051,L-17-27-30-PO,PC832,LAS CONDES,QUEBRADA HONDA,LAS TORTOLAS,CAMINO OTO¥AL,Quebrada Honda esq. / Camino Oto¤al,358825.1367,6302603.2746,,,,10,10,1,C09R,L-17-27-30-PO|PC832|C09R
paradas_frecuentes.10987,POINT (358853.08046603564 6302632.517937733),7039,7039,L-17-27-35-OP,PC821,LAS CONDES,QUEBRADA HONDA,LOS HUASOS,CAMINO OTO¥AL,Quebrada Honda esq. / Camino Oto¤al,358853.07373,6302632.52968,,,,10,10,1,C09I,L-17-27-35-OP|PC821|C09I
paradas_frecuentes.10988,POINT (358955.67479623336 6302677.489446741),7052,7052,L-17-27-40-PO,PC833,LAS CONDES,QUEBRADA HONDA,LOS HUASOS,FRANCISCO BULNES CORREA,Quebrada Honda esq. / Fco. Bulnes Correa,358955.6813,6302677.4592,,,,10,10,1,C09R,L-17-27-40-PO|PC833|C09R
paradas_frecuentes.10989,POINT (358655.129731553 6303167.967885135),6880,6880,L-17-3-45-PO,PC630,LAS CONDES,CAMINO EL ALBA,CAMINO LA FUENTE,CAMINO OTO¥AL,Camino El Alba esq. / Camino Oto¤al,358655.1297,6303167.9679,,,,22,20,2,C02R;C02cR,L-17-3-45-PO|PC630|C02R;C02cR
paradas_frecuentes.10990,POINT (358864.0340199106 6303201.627232138),6875,6875,L-17-3-50-OP,PC1048,LAS CONDES,CAMINO EL ALBA,FRANCISCO BULNES CORREA,CAMINO OTO¥AL,Camino El Alba esq. / Camino Oto¤al,358864.002,6303201.64,,,,22,20,2,C02I;C02cI,L-17-3-50-OP|PC1048|C02I;C02cI
paradas_frecuentes.10991,POINT (358411.1359838224 6303892.390929217),4564,4564,T-17-415-PO-15,PC402,LAS CONDES,CAMINO LAS FLORES,CAMINO PIEDRAROJA,CAMINO LA FUENTE,Circ. Las Flores esq. / Camino La Fuente,358411.136,6303892.3909,,,,13.5,8,1,421I,T-17-415-PO-15|PC402|421I
paradas_frecuentes.10992,POINT (358444.94533757726 6303902.42340376),4576,4576,T-17-415-OP-5,PC415,LAS CONDES,CAMINO LAS FLORES,CAMINO OTO¥AL,CAMINO LA FUENTE,Circ. Las Flores esq. / Camino La Fuente,358444.9453,6303902.4234,,,,6,9.33,1,421R,T-17-415-OP-5|PC415|421R
paradas_frecuentes.10993,POINT (358705.063781903 6303870.179618623),4565,4565,L-17-4-7-PO,PC1032,LAS CONDES,CAMINO LAS FLORES,CAM. LA FUENTE,CAMINO OTO¥AL,Circ. Las Flores esq. / Camino Oto¤al,358705.06,6303870.14,,,,13.5,8,1,421I,L-17-4-7-PO|PC1032|421I
paradas_frecuentes.10994,POINT (358731.63146001135 6303879.218113411),4575,4575,L-17-4-5-OP,PC414,LAS CONDES,CAMINO LAS FLORES,FRANCISCO BULNES CORREA,CAMINO OTO¥AL,Circ. Las Flores esq. / Camino Oto¤al,358731.6315,6303879.2181,,,,6,9.33,1,421R,L-17-4-5-OP|PC414|421R
paradas_frecuentes.10995,POINT (358892.75811763003 6303860.163616536),4566,4566,L-17-4-10-PO,PC403,LAS CONDES,CAMINO LAS FLORES,CAMINO OTONAL,FRANCISCO BULNES CORREA,Circ. Las Flores esq. / Fco. Bulnes Correa,358892.7581,6303860.1636,,,,13.5,8,1,421I,L-17-4-10-PO|PC403|421I
paradas_frecuentes.10996,POINT (358938.83558649255 6303883.792839895),4574,4574,L-17-4-15-OP,PC413,LAS CONDES,CAMINO LAS FLORES,CIRCUNVALACION LAS TERRAZAS,FRANCISCO BULNES CORREA,Circ. Las Flores esq. / Fco. Bulnes Correa,358938.80343,6303883.74768,,,,6,9.33,1,421R,L-17-4-15-OP|PC413|421R
